# Simulated moose data file for batch processing
# timestamp: 2021-05-20 15:23:05
# MM
# ------------------------

"Cranialvolume","Mooseabundance"
1927.22832291524,-3.07569402281148
1659.31203496957,0.228595528797258
1810.52973824553,-0.336526624138306
1491.79735851404,-0.327960253342711
1701.01716418092,0.266980899662877
1694.20650210711,0.681586611421439
1526.96655794859,1.3368841453811
1662.84192987261,0.431655434071738
1529.14865609297,0.848365759813787
1365.80300344993,-0.160903920004832
1313.0065691255,-2.20893747348975
1760.31974919954,-1.16952510239926
1789.89008912958,0.50549218397964
1771.90204350162,-2.63473887148156
1466.82393622792,0.76187602803102
2185.00610537564,0.756709748622205
1906.38594274226,-0.539325855462089
2122.49590518483,-2.19917614762299
1433.75546416758,-0.348034302069748
1614.51414012234,0.732908538040821
1866.98625260438,1.03941903220698
1730.69073303608,0.321146342413661
1464.78450503171,-0.304455855297002
1657.46863158241,1.99362836866821
1980.51855709554,-1.63356028946541
1968.67621841674,2.13608617396708
1547.60289889265,-1.39967510785945
1862.97781182845,-1.04541295263889
2025.51686620793,-0.347665489490455
1849.67551478052,-0.659913526209232
1814.0697276792,-1.09855186486965
2118.04220874887,1.99757860749653
1527.86979820458,0.633710055533733
1927.21629754398,-1.40198905971459
1602.06865358238,1.21942351667396
1919.19620178367,-0.157247808192063
1488.78294256719,0.575743606892993
1953.0619693496,-0.0206325620062369
1869.97491741849,-0.900988961820584
1693.23233414313,-0.993622313502539
2117.7455772075,0.288493784034847
1743.3183499562,-0.794607228982857
1736.64910440804,-1.96751236776622
1523.64322884127,0.274042597761425
1448.95696230119,-1.09015481826432
1410.65176830604,-0.0232155108596731
1785.60564080974,-1.04591427023854
1844.04414234748,0.825587095269011
1828.47134861641,0.159657995005051
1643.97766122586,1.05822952495006
2047.61650460625,-1.10607304905962
1654.48440198849,0.223308042792851
1618.72576983081,-0.0486668865238562
1782.08154503068,0.550161804012949
1561.75608835165,0.146240442718755
1920.91003506512,-0.566365671885779
1549.43667591396,-0.565493041155246
1554.44343407507,1.18027778446848
2004.05770445658,0.263940884648957
1504.00369592582,0.246470830677735
1658.73189870523,-1.87330055754628
1595.86983871372,-1.96736441936573
1887.74486394012,1.13810852717908
2304.57786445779,0.560721754170999
1907.28093972,-0.116985378565043
1446.79706790065,-1.2288698995886
1518.03106776091,1.43271153895166
1945.98954804431,-0.751475866435535
1798.13167333892,-0.0508750602395997
1811.59642814212,-0.885332608267375
2048.42321759662,0.273838523822778
1708.84958850032,0.415539211342142
1699.77866279706,-0.343753573549061
1661.72280867749,-0.490664174187942
1865.55147969037,0.284899414922457
1542.02838995853,0.897657532174712
1987.42265861364,0.759514758063621
1464.63619485142,-0.961660672830664
2204.59203161339,0.163427915469151
1830.54885636853,0.0892866232256318
1486.80518054376,-0.0145627880165783
1500.95752064348,1.02139262766374
1630.50575457511,-1.19009700760092
1934.96374953751,0.8559056070449
1851.98020817603,1.39792187990853
1709.88892579118,0.581600244898957
1941.98046970857,0.340230013708648
1813.69630003053,-0.855199043742373
1514.61108888899,0.839059936312709
1862.60298178076,1.47640413925642
1448.81850743747,-0.49208826072686
1707.06693620042,0.969211689154581
1504.71157283394,0.737809450004563
1883.80394799656,-0.109585863745762
1580.894807853,0.116719030774982
1778.67639596946,-1.40900041467306
1306.76709614571,0.134267713174179
1663.82481405542,-0.913935921174844
1978.34637962763,-0.977356441243667
1926.75571409509,-0.116294759985084
1418.0777986542,-0.483607169005631
2490.186321296,-0.262903270217179
1743.40415525859,-2.20452129914485
1700.34003211871,-0.168061230326621
2257.01270829065,-0.728861870201611
1386.81991723229,0.300084408874482
1759.25148738206,1.00338022289163
1678.31435339225,0.796593751469444
1766.31087994174,0.227787491388183
1700.19923035382,-1.00387837688655
1711.61393960776,-0.739502263531794
1432.47417965526,-0.308034055336187
1251.71581341851,-1.487840149454
1357.63092618076,-0.843410998584113
1714.05154143213,1.06491334336036
1366.52092074332,0.507872569740042
1557.95534424666,-0.594424255615276
1616.48660690985,0.0751187049377362
1901.36900487287,-0.831473679306854
1762.01712538444,1.15404193454388
2165.52572360079,1.04845581940747
1026.07711286608,-1.28509158420289
1417.77558862874,-0.876979913275242
1502.63868129031,1.50086764764771
2005.81044249821,-0.39837451145594
1578.7275755398,-0.873123269927213
2134.15551724363,-0.629591730046332
1848.24173961054,-0.0806577742070351
2162.5069809981,0.816536795129699
1663.490587769,-0.385217053372685
1995.17373344889,-0.705521571009454
1838.33030380108,-0.460421792047969
1533.46263656555,-1.09603878997433
1787.75582887948,0.96984421115995
1912.86369494885,0.61319076199495
1820.23740551723,1.00547309456735
1925.58998964829,-0.641172808023738
1876.66786102424,0.822176924438334
2220.07681414378,-1.03662583527948
1739.22191969745,1.18850650132449
1620.23918487429,-2.63891236307809
1384.42875303016,0.388914262318263
1571.36629841473,0.30762642958664
2120.64314043303,0.0819338666863828
1715.78081188199,-1.32397424179653
1843.48703761219,0.0954097193366878
1904.18280018487,-0.129142911581203
1881.59616043746,-0.163855334800815
1732.08739181713,-1.11700418424656
1533.53812534624,2.82419527525823
1685.80398531907,-1.94348123316627
1562.84793318289,-0.223224280000063
1635.01716214101,1.61167594255786
1439.52650170187,0.822607845016285
1781.58730461504,2.18078685096995
1704.44060307934,-0.115164546897769
1376.87662040707,0.394770823285131
1624.69770988054,0.773097356301158
1634.9451941535,-0.342490845628056
1801.47821858042,0.0885470631436779
1951.34937586975,-0.585391629266584
1503.60000218366,-1.13626411833232
2069.03346220907,0.84024346139185
1778.43764896043,-0.341795783060352
1723.09838448594,-0.569075877457076
1858.42105284469,-0.0331433297780623
1627.1436706389,1.25711609690969
