# Simulated random data file for batch processing
# timestamp: 2021-05-20 01:47:04
# NJG
# ------------------------

"varX","varY"
0.828008160926402,0.226174057228491
0.380217070691288,0.219510884489864
0.803382618352771,0.975190216209739
0.33569984161295,0.628362071933225
0.0616937230806798,0.0731528513133526
0.442991009214893,NA
0.888909866567701,0.882344187935814
0.481635076692328,0.203939243452623
0.387331638019532,0.0254902860615402
0.239657909143716,NA
0.950454552657902,0.0726180674973875
0.824233300052583,0.77305127796717
0.698718856321648,NA
0.494117025053129,0.158167625544593
0.937094968510792,0.540681804064661
0.239769297884777,0.571779897203669
0.910141927888617,0.256698870798573
0.631707149092108,0.557051643962041
0.180774468695745,0.93447576649487
NA,0.211062096757814
0.460888290079311,0.843731650849804
0.168763891793787,0.119748275727034
0.90238274470903,0.819721129490063
0.984521992504597,0.709274301538244
0.703919396735728,0.618331276578829
0.51559095364064,0.0769747877493501
0.396522869588807,0.556034793611616
0.985553883947432,0.0393013907596469
0.836514381458983,0.881943263113499
0.316746242810041,0.794647861504927
0.994453030638397,0.0376671520061791
0.285393124213442,0.75918907369487
0.677947474876419,0.225496758241206
0.391899219015613,0.560665245866403
0.841812086757272,0.618922422872856
0.930166490608826,0.449715278111398
0.503977351356298,0.749862510012463
0.97111971792765,0.410433194600046
0.866668053669855,0.248921529157087
0.603391248732805,0.783992334268987
0.257434357423335,0.271803561365232
0.630156725877896,0.914423133246601
0.254824058385566,0.49563701543957
0.781130995834246,0.470565247349441
0.185563331935555,0.239971886388958
0.826183147961274,0.468220491893589
0.441560929408297,0.293302985141054
0.245362871093675,0.97904320503585
0.942701605847105,0.218715229537338
0.19305759947747,0.730997632723302
0.230167005211115,0.764280733186752
0.922157946042717,0.999096623854712
NA,0.947948150802404
NA,0.100007718428969
0.893857995746657,0.256517427973449
0.155532651813701,0.165707014733925
0.660935017978773,0.822666078573093
0.038979284465313,0.820433856919408
0.487649267073721,0.664214442484081
0.270070265512913,0.93257402558811
0.342195859411731,0.105713960481808
0.870918197324499,0.888524729991332
0.932228458113968,0.292860716348514
0.766585969831795,0.0180221744813025
0.841275391867384,0.743442568229511
0.386797845130786,NA
0.0795117609668523,0.122228046646342
0.0784120543394238,0.980113283498213
0.0962488818913698,0.685664864722639
0.198487854097039,0.448233617702499
NA,0.34872446488589
0.20226051658392,0.13042395026423
0.0334079174790531,0.164433884434402
0.0675701105501503,0.0966361658647656
0.464673439506441,0.503758429316804
0.0726683200336993,0.702600455842912
0.601231074659154,0.821694250451401
0.958453375613317,0.329848113469779
0.033262230688706,0.860871955519542
0.544959355145693,0.451086320448667
0.859971482539549,0.734562199097127
0.717018293216825,0.868409681599587
0.766057580010965,0.456962487194687
0.677347784629092,0.94712159014307
0.351404622429982,0.763768763281405
0.0872359639033675,0.390261420281604
0.154335601488128,0.591772440355271
0.808626181213185,0.125169489299878
