# Simulated random data file for batch processing
# timestamp: 2021-05-20 01:35:46
# NJG
# ------------------------

"varX","varY"
0.226845864206553,0.621925328159705
0.732747714035213,0.627917868318036
0.96208365727216,0.292362867388874
NA,NA
NA,0.0386191427242011
0.457690503913909,NA
0.435652841813862,0.244555874960497
0.279570109443739,0.846878071781248
0.786712780129164,0.872790739638731
0.71280593238771,0.176152033032849
0.006242158357054,0.394502971554175
0.250719336327165,0.418743173591793
0.00707909232005477,0.9115553162992
0.647289343178272,0.63734353124164
NA,0.700941513525322
0.693243566667661,0.723605339881033
0.000200060429051518,0.468281033914536
0.0930014557670802,0.668723874958232
0.0464359715115279,0.0379779599606991
0.506480247946456,NA
0.150913388933986,0.863659167662263
0.830513594439253,0.53301003202796
0.399059179471806,0.291713098064065
0.945631560403854,0.885892875259742
0.100885089952499,0.129573674174026
0.351236292161047,0.807581355795264
0.615723250666633,0.0510388985276222
0.325372922932729,0.823583706049249
0.63667212263681,0.0724898772314191
