# Simulated random data file for batch processing
# timestamp: 2021-05-20 01:24:08
# NJG
# ------------------------

"varX","varY"
0.878394382772967,0.194152454379946
0.0464743736665696,NA
0.745197804411873,0.0815786777529866
0.926548811607063,0.754527260316536
0.352094932226464,0.409703438403085
0.131050138035789,0.443380383541808
0.318184695905074,0.872251587919891
0.606405234662816,0.662767821457237
0.146989768138155,0.291091298451647
0.424248092574999,0.453626312548295
0.0954569734167308,NA
0.26529016927816,NA
0.816775844199583,0.0967715478036553
0.710210777120665,NA
0.659762477036566,NA
0.450567177962512,0.320601668441668
0.211054141866043,0.392540014348924
0.469082536175847,0.869020261103287
0.378093359759077,0.709809020394459
0.682082300307229,0.717424502130598
NA,0.783631304744631
NA,0.655316515592858
0.124052690574899,0.277605807641521
0.80757951317355,0.341900732601061
0.269572071963921,0.100285576656461
NA,0.0583821705076844
NA,0.822933069430292
0.890396959846839,0.553976243129
NA,0.119991017738357
0.6486126112286,0.100864376872778
