# Simulated random data file for batch processing
# timestamp: 2021-05-20 01:24:08
# NJG
# ------------------------

"varX","varY"
0.867690631654114,0.180526990676299
0.650235735578462,0.644221915164962
0.685299463802949,0.868412204552442
0.101987548638135,0.287957786116749
0.852369531989098,0.749430897179991
0.922921444056556,0.178714014124125
0.333403072552755,0.477896573022008
0.972438311669976,0.256702348822728
0.297832806361839,0.327352870488539
0.210660070646554,0.421818477567285
0.878288267413154,0.972821718081832
0.849474653834477,0.753457913873717
0.39638494187966,0.222264791140333
0.72934915102087,0.0131654990836978
0.113856015726924,0.474146009190008
0.797425742726773,0.111247619148344
0.740140462992713,0.745957932434976
0.168169202981517,0.150210929568857
0.807042232016101,0.208595447475091
0.216308542294428,0.450992530211806
0.836689648684114,0.750505885109305
0.905290679540485,0.648890802171081
0.638470749370754,0.307321731699631
0.514571466948837,0.338052506558597
0.672521939501166,0.727052057627589
0.734634238760918,0.439350943081081
0.848186152521521,0.993935230653733
0.0949035361409187,0.784480477916077
0.508448588196188,0.0197253497317433
0.94227850320749,0.0880589436274022
0.108469365863129,0.427347302436829
0.644257665844634,0.635487910825759
0.0756228941027075,0.428924697451293
0.580834036925808,0.289682434173301
0.320279046194628,0.38533566868864
0.713336850516498,0.790628593880683
NA,0.859047543024644
0.131367986788973,0.555724268313497
0.638803337700665,NA
0.70100000500679,0.597439618315548
0.736037682043388,0.318225238006562
0.538893684977666,0.843479239149019
0.525221108691767,0.750564021756873
0.890276695368811,0.872790807858109
0.100425712298602,0.504099895013496
0.317676346516237,0.880344022763893
NA,0.923908347031102
0.73782002623193,0.296988514950499
0.00700068729929626,0.407528104959056
0.554582981625572,0.933166882023215
0.624932894017547,0.257590241264552
0.238113438244909,0.156949525233358
0.608148364117369,0.250094227259979
0.994896096875891,0.202748452546075
0.937414164654911,0.733595963800326
0.0694740200415254,0.7738443154376
0.841773228719831,0.291239248355851
0.0378946226555854,0.224974819459021
0.78401463595219,0.565516374306753
0.784863165812567,0.579154926585034
0.788869501324371,0.704756012186408
0.358946526888758,NA
0.872249184176326,0.337871950119734
0.111034913919866,0.676605777814984
0.217689172830433,0.276204308494925
0.65141321788542,0.125902628991753
0.916626610793173,0.401772802462801
NA,0.10067746322602
0.419918084749952,0.756643869681284
0.608011016156524,0.939685306046158
0.683347159763798,0.0640507047064602
0.425126884831116,0.129340761341155
0.137378598097712,0.0348304510116577
0.155230262549594,0.679632277460769
0.895282248966396,0.662905763369054
0.213162896689028,NA
0.769795797765255,0.717746934620664
0.62149016186595,0.681326152989641
0.86739978659898,0.487325266934931
0.310058786766604,0.66962631768547
