# Simulated random data file for batch processing
# timestamp: 2021-05-20 01:24:08
# NJG
# ------------------------

"varX","varY"
0.261331192683429,0.303459057584405
0.998851012904197,0.241056001745164
0.799989936873317,0.0996244077105075
0.193462160881609,0.19732276420109
0.535922684241086,0.085073089459911
0.94034923077561,NA
0.777845315402374,0.177195884520188
0.274810552131385,0.334835180314258
NA,0.66977295675315
0.543802426895127,0.324259932385758
0.121927886269987,0.935968409525231
NA,0.946169925155118
0.893877985421568,0.0828552423045039
NA,NA
0.542639876250178,NA
0.0693663228303194,NA
NA,0.0496312789618969
0.512831412255764,NA
0.553357125259936,0.397505035391077
NA,0.881429845234379
0.049579125829041,0.561739974655211
0.688982393825427,0.348689069971442
0.896977013209835,0.0297232503071427
