# Simulated random data file for batch processing
# timestamp: 2021-05-20 01:46:44
# NJG
# ------------------------

"varX","varY"
0.0226170532405376,0.316409916849807
0.58898484450765,0.70332680339925
0.515823198249564,0.604902448831126
0.981297499500215,0.357966935262084
0.222770766122267,0.119731693295762
0.774949171114713,0.83541280659847
0.505084316013381,0.907796758459881
0.654428851092234,0.671838380396366
0.764796653296798,0.70933247776702
0.168220478575677,0.714079729281366
0.568445178447291,0.0284002984408289
0.173060273984447,0.334336598869413
0.52490633353591,0.0407306484412402
0.469257585005835,0.206488599302247
0.765213009668514,0.125506720738485
0.470171485561877,0.865083559416234
0.0147781581617892,0.420128114521503
0.0616862683091313,0.991417377721518
0.568305724533275,0.869442284107208
0.557329895440489,0.749478165525943
0.310822593513876,0.0708673496264964
0.108249072916806,0.444834813242778
0.997334713349119,0.73688600724563
0.317105636699125,0.955646360758692
0.692507623229176,0.591890026815236
0.903861953411251,0.354722439544275
0.689469637116417,0.0294281099922955
0.616954666096717,0.877849168376997
0.430143865291029,0.971152286045253
0.1200297025498,0.443273049080744
0.691370041808113,0.65421835728921
0.219944939948618,0.932845386210829
0.519227331969887,0.898171937325969
0.589528682176024,0.447096432093531
0.352024630177766,0.914082808885723
0.48787023476325,0.138747607823461
0.71924482495524,0.936361524276435
0.478578433860093,0.791412448044866
0.937128451419994,0.588593442458659
0.0145066871773452,0.141479304758832
0.872407629387453,0.789688075194135
0.852953873807564,0.598423480056226
0.456199364969507,0.835242894478142
0.0486676949076355,NA
0.799279842060059,0.560691952705383
0.540964131709188,0.517518675886095
NA,0.0319810630753636
0.555962071521208,0.833858815487474
0.627517801709473,0.242247940739617
0.370385794900358,0.869030741043389
0.0171991467941552,0.0950228760484606
0.258465036284178,0.887283144751564
0.872902601025999,0.983743160031736
0.624723595334217,0.611363639123738
NA,0.313432422000915
NA,0.978637298336253
0.898980704834685,0.142620925791562
0.124411206692457,0.810214798897505
0.610527485376224,0.595230924431235
0.443487275158986,0.406696123536676
0.965846345992759,0.828795736888424
0.793552229413763,0.687138491077349
0.438837439287454,0.246268819086254
0.237248684978113,0.939339839853346
0.089683476369828,0.647302616387606
0.00473686004988849,0.873624186730012
0.397491253446788,0.894651459762827
0.14615079970099,0.754348617745563
0.157559742219746,NA
0.599795925663784,0.153972124680877
0.489912626333535,0.086954532423988
0.404644459486008,0.82814332540147
0.62404937366955,0.96525197965093
0.569487034343183,NA
0.885130030335858,0.542242529103532
0.130803763400763,0.25038078892976
0.0912988663185388,0.635570062324405
0.618128777714446,0.91060291044414
0.134382975753397,0.96166114625521
0.900597327621654,0.165163668338209
0.97250035405159,0.70464755804278
0.835339740617201,0.349702026229352
0.498151449253783,0.890482536517084
0.501582712866366,0.440428384812549
0.227545366389677,0.284116367576644
0.9589004276786,0.667797445552424
0.897929838625714,0.442991308169439
0.140737007837743,0.680633447598666
0.420081650605425,0.790496184723452
0.769707879517227,0.129131122259423
0.888645037310198,0.137958569219336
0.161696139723063,0.868607168551534
0.383028937969357,0.936960453167558
0.243189191212878,0.2223471456673
0.790699681965634,0.26465400098823
